num_med,Rplat,T
1,107.43756370297773,19.096317187122363
2,107.44318655493088,19.110734756233
3,107.49676528759582,19.24811612204055
4,107.52243770880075,19.313942843078834
5,107.52882188901833,19.330312535944426
6,107.44358911003468,19.111766948806856
7,107.46106916982406,19.156587614933464
8,107.46708049567607,19.172001270964273
9,107.43259643831956,19.08358061107579
10,107.46629723950217,19.169992921800418
11,107.49676079710954,19.248104607973175
12,107.46206690725316,19.15914591603373
13,107.48114317458942,19.20805942202414
14,107.45583503128724,19.143166746890333
15,107.44956817855704,19.127097893735996
16,107.45630695213954,19.144376800357787
17,107.46957154157062,19.17838856812977
18,107.46169689001339,19.15819715388046
19,107.45879585778378,19.150758609701995
20,107.44269484555866,19.109473962970913
21,107.45024238350908,19.12882662438224
22,107.46687880817494,19.17148412352547
23,107.49484159104955,19.243183566793704
24,107.44862995647942,19.12469219610107
25,107.49829462267755,19.25203749404498
26,107.48826845693965,19.22632937676832
27,107.4700835371505,19.179701377308962
28,107.47409822266951,19.189995442742322
29,107.45479977857056,19.140512252745012
30,107.50796846835021,19.276842226538996
31,107.50307810208598,19.26430282586147
32,107.50992227638876,19.281851990740407
33,107.4447983494659,19.114867562733057
34,107.45320570025751,19.136424872455148
35,107.51231991621005,19.28799978515395
36,107.53506762214808,19.346327236277105
37,107.47234318396043,19.185495343488274
38,107.48129688808946,19.20845355920373
39,107.53824111842252,19.354464406211573
40,107.46932611005181,19.177759256543087
41,107.46132900399493,19.15725385639725
42,107.50994243808111,19.28190368738745
43,107.51897319007622,19.305059461733894
44,107.52706342721619,19.32580365952868
45,107.42954623196437,19.075759569139386
46,107.47977097718795,19.204540967148585
47,107.49922068854556,19.254412021911683
48,107.50438482787199,19.267653404799955
49,107.4999175233467,19.256198777812024
50,107.52133133348259,19.311105983288684
51,107.49129597197124,19.234092235823677
52,107.47400553683694,19.189757786761373
53,107.44451507424894,19.114141216022908
54,107.46936157948335,19.17785020380344
55,107.48402399427765,19.215446139173444
56,107.43407640092633,19.087375386990573
57,107.43485095277453,19.08936141737056
58,107.49545166369568,19.24474785562992
59,107.49866917155737,19.252997875788104
60,107.45053565214951,19.129578595255143
61,107.45461991308234,19.14005105918547
62,107.46625332705227,19.16988032577504
63,107.4908857662566,19.23304042629895
64,107.49672276537143,19.24800709069596
65,107.50910219288843,19.279749212534433
66,107.50703393814028,19.274445995231478
67,107.51855163451876,19.303978550048082
68,107.48687607984404,19.222759179087262
69,107.48628336249075,19.221239391001916
70,107.45899874704308,19.151278838571994
71,107.50346067967396,19.26528379403579
72,107.49180211058254,19.235390027134702
73,107.47991888767001,19.204920224794883
74,107.45602905794301,19.143664251135917
75,107.46570553238513,19.16847572406442
76,107.5255453641558,19.32191119014307
