num_med,Rplat,T
1,107.940564128258,20.3860618673282
2,107.95119473845142,20.41331984218311
3,107.94953917591467,20.409074810037588
4,107.92671860742652,20.35056053186286
5,107.95301528073216,20.417987899313214
6,107.9951696749032,20.526076089495355
7,108.00584405127636,20.55344628532397
8,107.94531941959748,20.398254922044806
9,107.94961341982763,20.409265179045182
10,107.93941839335896,20.383124085535787
11,107.9501731709986,20.410700438457923
12,108.01123877775417,20.567278917318376
13,108.00416157270894,20.54913223771521
14,107.92777151955022,20.35326030653901
15,107.99834178926369,20.53420971606073
16,107.93528976407572,20.372537856604392
17,107.89410487935446,20.266935588088337
18,107.9165678638865,20.32453298432434
19,107.9580427267568,20.430878786555883
20,107.90876136790617,20.304516327964514
21,107.93806253363495,20.379647522140875
22,107.97462286701598,20.473391966707627
23,107.92156110059861,20.33733615538103
24,107.96420010872018,20.446666945436338
25,107.88816207827166,20.25169763659399
26,107.90100093276575,20.28461777632243
27,107.982753773401,20.494240444617933
28,107.97660731770708,20.478480301813004
29,108.02022751819649,20.59032696973458
30,107.97063313215128,20.463161877310952
31,107.9883191386804,20.508510612000997
32,108.05908921143129,20.68997233700328
33,108.23312459908007,21.13621692071812
34,108.30666466751862,21.32478119876568
35,108.294964136062,21.29477983605642
36,108.29810344817633,21.302829354298286
37,108.42325567395586,21.623732497322735
38,108.47099897314506,21.746151213192466
39,108.48209219610733,21.774595374634192
40,108.51838446186385,21.867652466317566
41,108.61936463621895,22.12657599030501
42,108.63730085893285,22.172566304956035
43,108.60689394413922,22.09459985676724
44,108.66495047537866,22.2434627573812
45,108.5712870310609,22.003300079643363
46,108.6369456973444,22.17165563421643
47,108.65995026304,22.230641700102588
48,108.65031049765456,22.205924352960423
49,108.71931010256996,22.38284641684608
50,108.61370664200082,22.112068312822636
51,108.65892257647617,22.228006606349176
52,108.68324441896277,22.290370305032766
53,108.59920150641145,22.074875657465267
54,108.67389460906908,22.26639643351048
55,108.64894903564665,22.202433424735023
56,108.61223093367555,22.108284445321935
57,108.59133594600996,22.054707553871715
58,108.59251645654145,22.057734503952442
59,108.59300937567393,22.05899839916394
60,108.64113086105922,22.182386823228796
61,108.54416764088668,21.933763181760742
62,108.58244185855719,22.031902201428707
63,108.62104799524823,22.130892295508307
